,CPU_Usage,Memory_Usage,Disk_IO,Network_IO,WL_Backup,WL_Crypto_Mining,WL_Database_Query,WL_Video_Streaming,WL_Web_Service,Power_Consumption
41,32.14,27.54,10.87,5.39,False,False,True,False,False,3142.2314500110065
42,32.31,31.91,15.29,5.05,False,False,True,False,False,3481.9688950572336
43,40.83,50.54,3.11,15.31,False,False,False,True,False,4493.324015582494
44,33.04,81.29,35.24,5.87,True,False,False,False,False,6315.494329583919
45,35.71,51.36,14.77,5.65,False,False,True,False,False,4402.860097937243
46,18.47,72.5,36.65,4.14,True,False,False,False,False,5374.979548651397
47,53.15,21.33,13.43,3.39,False,False,False,False,True,3759.9512606331245
48,21.07,36.65,17.8,5.13,False,False,False,False,True,3325.2297216064103
49,22.7,42.16,10.23,4.35,False,False,False,False,True,3283.1578042617684
50,43.63,48.29,10.08,5.44,False,False,True,False,False,4393.942095050065
51,23.38,48.52,6.04,4.89,False,False,True,False,False,3415.3850409323218
52,22.28,56.61,8.33,4.68,False,False,False,False,True,3774.8669163729255
53,47.65,44.05,3.7,5.92,False,False,False,False,True,4158.153725138198
55,42.67,32.92,12.22,5.77,False,False,False,False,True,3851.942785376953
56,29.81,30.67,3.53,4.89,False,False,True,False,False,2859.762457890022
57,46.32,25.7,7.8,5.13,False,False,True,False,False,3493.9438076263664
58,30.59,63.48,12.02,5.91,False,False,True,False,False,4573.76187677175
59,31.99,34.0,10.35,4.61,False,False,False,False,True,3339.583237853904
60,75.51,52.81,6.92,7.11,False,True,False,False,False,5792.188965245664
61,28.48,45.88,11.4,4.38,False,False,True,False,False,3708.909789021577
62,38.85,35.35,6.89,4.64,False,False,False,False,True,3537.9362829862075
63,39.0,43.07,14.06,23.15,False,False,False,True,False,4873.603909858568
64,35.52,32.9,1.06,3.78,False,False,False,False,True,3029.169840657178
65,35.47,37.98,8.91,25.49,False,False,False,True,False,4416.384430815771
66,25.92,42.62,10.06,24.65,False,False,False,True,False,4227.2721752568805
67,36.82,78.45,38.24,4.87,True,False,False,False,False,6436.768230071521
69,41.58,47.92,13.12,5.63,False,False,True,False,False,4434.250888217838
70,23.01,39.91,-0.45,6.77,False,False,False,False,True,2875.601355439667
71,21.75,78.39,39.13,4.44,True,False,False,False,False,5849.718973309146
72,25.67,42.04,12.8,24.36,False,False,False,True,False,4295.608711297326
73,15.52,25.93,6.41,4.79,False,False,False,False,True,2204.9666685524385
74,9.63,55.7,8.49,19.98,False,False,False,True,False,3849.6725362249676
75,33.23,31.73,12.6,6.53,False,False,True,False,False,3466.2472568605554
76,77.77,31.56,8.28,5.46,False,True,False,False,False,5020.302951468979
79,38.72,41.83,20.95,15.96,False,False,False,True,False,4799.608641851986
80,28.42,26.45,15.16,3.19,False,False,False,False,True,3025.52017325911
81,33.42,58.76,14.75,4.42,False,False,False,False,True,4557.344366057946
82,37.42,54.77,13.5,19.34,False,False,False,True,False,5108.78552845875
83,41.79,77.65,17.87,6.35,True,False,False,False,False,5843.996539598821
85,30.05,40.47,7.75,5.62,False,False,False,False,True,3463.068045225619
86,16.31,45.35,15.3,6.54,False,False,True,False,False,3439.350925932929
87,33.32,32.52,17.76,5.12,False,False,True,False,False,3651.805726474818
88,31.7,51.53,15.13,5.17,False,False,True,False,False,4240.21223456141
89,36.45,53.69,5.18,5.69,False,False,True,False,False,4143.87173968406
90,12.69,54.44,14.43,4.86,False,False,False,False,True,3551.7996552517047
91,45.02,40.74,18.14,3.62,False,False,True,False,False,4396.593020076159
92,29.85,83.98,32.19,3.34,True,False,False,False,False,6075.422306582171
93,74.66,39.11,3.48,5.67,False,True,False,False,False,5012.597726517889
94,18.99,44.88,13.74,4.71,False,False,False,False,True,3388.747546788188
95,20.14,45.04,7.35,4.21,False,False,True,False,False,3164.7460424188343
96,15.66,38.08,10.29,2.72,False,False,False,False,True,2758.892462350525
97,23.0,42.14,9.44,18.9,False,False,False,True,False,3845.379748664105
98,22.64,82.9,29.53,3.77,True,False,False,False,False,5644.971245236459
99,14.85,53.67,18.22,4.75,False,False,True,False,False,3758.165180299167
100,38.51,30.12,10.14,5.97,False,False,False,False,True,3489.442456396544
101,28.72,30.44,1.97,5.2,False,False,True,False,False,2748.86780670413
102,28.13,39.52,4.69,4.35,False,False,False,False,True,3175.313998254722
103,46.87,48.82,9.96,6.48,False,False,True,False,False,4581.968192848305
104,53.74,50.15,7.8,6.58,False,False,False,False,True,4825.308283448961
105,21.24,26.17,14.63,6.91,False,False,False,False,True,2860.5911844381235
106,30.28,41.27,8.19,4.76,False,False,True,False,False,3479.7564510117263
107,23.49,35.13,7.04,4.14,False,False,False,False,True,2888.2262901906506
108,4.97,46.85,11.95,4.92,False,False,False,False,True,2846.6995827865594
109,24.23,83.78,40.01,4.02,True,False,False,False,False,6188.387670618171
111,22.37,21.95,1.86,5.05,False,False,False,False,True,2160.1361291309595
112,14.76,47.98,4.3,5.27,False,False,False,False,True,2996.2662700445408
113,23.48,40.47,5.7,4.62,False,False,True,False,False,3070.6651606553482
114,23.98,47.6,15.53,5.77,False,False,False,False,True,3812.7027544402304
115,5.28,32.03,12.89,4.8,False,False,True,False,False,2297.7555879037563
116,31.7,80.45,39.88,6.58,True,False,False,False,False,6444.141027350171
117,33.38,77.94,30.12,4.57,True,False,False,False,False,5936.263664683923
118,35.43,50.35,-1.04,5.36,False,False,False,False,True,3712.0361039194554
119,42.01,77.96,14.62,3.99,True,False,False,False,False,5643.834454567906
120,40.52,31.56,2.1,5.02,False,False,True,False,False,3262.7183277388185
121,38.29,68.94,37.36,5.77,True,False,False,False,False,6108.510731859443
122,31.65,45.69,5.63,4.6,False,False,False,False,True,3598.2156861837457
123,36.33,62.71,10.91,21.24,False,False,False,True,False,5349.427561169225
124,19.09,31.83,17.55,5.4,False,False,False,False,True,3051.42254044581
125,40.38,77.45,32.3,4.02,True,False,False,False,False,6267.7909335746235
126,25.73,34.47,14.82,24.87,False,False,False,True,False,4097.649514379762
127,34.13,58.77,6.13,13.78,False,False,False,True,False,4611.505767341283
128,31.71,48.36,5.55,2.68,False,False,False,False,True,3633.7269806371232
130,47.82,45.9,11.08,5.44,False,False,False,False,True,4506.439763826724
131,48.82,53.45,17.97,4.49,False,False,False,False,True,5090.053898087325
133,28.42,35.73,4.94,3.35,False,False,True,False,False,2992.6694018224753
134,27.7,46.28,16.35,4.18,False,False,True,False,False,3878.635556267832
135,27.4,24.97,8.77,4.73,False,False,True,False,False,2732.4118646606694
136,38.04,38.43,15.4,3.16,False,False,True,False,False,3904.185033862559
137,27.31,28.93,22.87,20.3,False,False,False,True,False,4079.4839969779696
138,22.17,46.74,9.43,5.16,False,False,False,False,True,3440.4666437111678
139,29.67,34.57,6.44,5.11,False,False,False,False,True,3136.628168083009
140,43.89,13.41,-0.39,13.8,False,False,False,True,False,2927.630474783781
141,26.57,36.29,2.96,4.22,False,False,True,False,False,2896.89213286322
142,26.38,39.3,12.43,16.14,False,False,False,True,False,3872.3854709974767
143,37.22,28.71,7.38,22.45,False,False,False,True,False,3935.717811842297
144,26.49,37.71,14.07,15.3,False,False,False,True,False,3845.059186934312
145,26.39,85.8,24.19,5.62,True,False,False,False,False,5782.224734806813
146,13.3,57.65,3.79,4.18,False,False,False,False,True,3263.164139633045
147,14.43,46.06,3.6,6.75,False,False,True,False,False,2924.4893256073697
148,12.47,34.55,14.86,4.97,False,False,True,False,False,2773.797799971054
149,26.36,39.43,11.54,11.45,False,False,False,True,False,3648.1813132241064
150,23.77,35.82,3.56,20.5,False,False,False,True,False,3437.6553062780076
151,31.96,30.22,12.04,3.3,False,False,False,False,True,3204.786371912442
152,25.31,45.27,18.1,27.85,False,False,False,True,False,4768.139850949958
153,11.59,27.2,6.88,20.13,False,False,False,True,False,2731.9082971807347
154,26.52,41.99,2.83,5.58,False,False,False,False,True,3178.334632793617
155,20.77,26.48,5.12,6.05,False,False,True,False,False,2442.5450729612376
156,50.81,36.95,10.48,5.18,False,False,True,False,False,4244.298248935973
157,24.24,41.22,22.8,4.9,False,False,False,False,True,3825.678065129925
158,26.48,42.43,10.9,4.67,False,False,True,False,False,3481.540894683298
159,23.73,58.12,13.54,4.44,False,False,True,False,False,4083.142770691671
160,19.12,49.29,1.19,25.72,False,False,False,True,False,3915.12417538667
161,29.26,46.21,10.89,3.66,False,False,False,False,True,3700.551720943558
162,38.17,83.09,47.86,6.06,True,False,False,False,False,7109.229168762896
163,29.3,71.7,39.3,5.21,True,False,False,False,False,5922.554584532237
164,38.18,41.34,12.23,4.79,False,False,False,False,True,3966.010829403515
166,15.95,45.01,4.79,6.28,False,False,True,False,False,2973.4176822407167
167,28.13,35.6,17.23,20.98,False,False,False,True,False,4182.207791849243
168,38.68,42.83,3.25,5.59,False,False,True,False,False,3711.6428884357165
169,30.82,50.65,7.41,6.41,False,False,False,False,True,3914.4884499202517
170,39.2,43.14,1.59,3.24,False,False,True,False,False,3582.4221051850845
171,25.8,37.18,3.28,15.41,False,False,False,True,False,3369.8893220661053
172,10.66,27.93,4.65,5.68,False,False,False,False,True,2055.053211724116
174,41.67,56.21,2.15,20.37,False,False,False,True,False,4916.3801245511
175,23.77,34.45,6.81,6.19,False,False,False,False,True,2946.6504051518395
176,26.27,28.26,13.98,6.05,False,False,False,False,True,3081.654404617544
177,24.48,46.33,11.01,3.48,False,False,False,False,True,3514.0056826960563
178,21.6,41.65,8.19,5.58,False,False,True,False,False,3186.2709254129186
179,32.86,43.34,13.29,7.01,False,False,False,False,True,3956.7057662654984
180,12.51,27.43,14.42,4.05,False,False,False,False,True,2432.4907865274386
181,24.82,42.24,9.92,6.19,False,False,True,False,False,3429.8006012897463
182,42.06,43.43,16.62,3.87,False,False,True,False,False,4340.716344958507
183,35.84,36.41,12.95,6.11,False,False,True,False,False,3759.20475634849
184,34.06,83.58,40.02,5.86,True,False,False,False,False,6646.398972895426
185,43.82,46.49,9.16,20.73,False,False,False,True,False,4908.805023207317
186,23.1,44.95,12.09,5.4,False,False,True,False,False,3514.3389827925307
187,31.91,40.46,3.2,5.75,False,False,True,False,False,3348.3301218006513
188,44.95,42.14,11.33,17.99,False,False,False,True,False,4764.6624752135
189,29.05,42.79,13.04,5.19,False,False,True,False,False,3709.4051842247068
190,31.76,44.09,9.07,4.6,False,False,False,False,True,3680.980378928901
191,31.33,33.0,15.98,12.38,False,False,False,True,False,3812.650344988169
192,33.67,34.74,9.34,2.96,False,False,False,False,True,3333.542999903004
193,24.45,58.81,2.76,9.01,False,False,False,True,False,3903.188861506815
194,36.49,49.87,15.61,6.31,False,False,False,False,True,4430.433697187986
195,36.5,39.01,19.23,3.93,False,False,False,False,True,4058.5928404732604
196,38.98,37.93,6.45,4.33,False,False,True,False,False,3608.670567608576
197,17.48,54.44,9.59,6.12,False,False,False,False,True,3604.3524941120722
199,36.43,86.65,36.97,5.71,True,False,False,False,False,6734.052592371871
200,19.69,39.5,11.87,16.21,False,False,False,True,False,3593.4476946014843
201,29.6,25.69,10.64,4.32,False,False,True,False,False,2913.6567437932904
202,23.65,49.96,8.62,4.97,False,False,False,False,True,3581.7121351477995
203,25.48,15.76,2.08,5.76,False,False,False,False,True,2066.5585702666317
204,33.72,44.79,9.88,17.14,False,False,False,True,False,4314.63584250259
205,29.96,28.42,17.52,5.88,False,False,False,False,True,3380.3826782210745
206,21.24,40.38,8.65,4.91,False,False,True,False,False,3103.16178885295
207,19.98,37.19,18.99,5.64,False,False,False,False,True,3369.6861636860926
208,25.07,77.78,37.76,4.2,True,False,False,False,False,5880.807244550876
209,30.6,33.53,13.49,21.97,False,False,False,True,False,4088.807184005607
210,24.21,50.89,10.57,24.75,False,False,False,True,False,4512.903460120003
211,50.75,76.55,52.36,5.2,True,False,False,False,False,7492.477437737404
212,19.68,34.71,13.09,6.13,False,False,False,False,True,3042.8602433127094
213,47.28,44.36,10.19,5.12,False,False,True,False,False,4369.167319416309
214,24.98,42.12,15.46,4.89,False,False,False,False,True,3605.5183023077057
215,25.17,55.74,3.87,12.68,False,False,False,True,False,4000.5043621202067
216,77.19,60.02,9.47,6.78,False,True,False,False,False,6234.274532356332
217,28.27,84.42,41.52,3.42,True,False,False,False,False,6408.34906820511
219,34.94,42.61,7.25,4.33,False,False,False,False,True,3659.3038772460995
221,37.72,65.76,46.49,3.26,True,False,False,False,False,6223.009593889916
222,33.74,39.13,14.04,3.75,False,False,False,False,True,3729.120737829651
223,25.32,43.47,9.77,5.48,False,False,True,False,False,3467.375912858287
224,9.05,42.54,8.7,6.23,False,False,False,False,True,2760.569982845108
225,45.01,48.5,8.26,4.65,False,False,False,False,True,4351.790544247253
226,38.47,52.23,16.07,4.91,False,False,False,False,True,4572.478237864282
227,40.3,81.19,32.41,4.8,True,False,False,False,False,6456.949637023625
228,30.48,33.12,9.35,3.97,False,False,False,False,True,3182.6127958381812
230,8.99,69.38,5.64,5.4,False,False,True,False,False,3669.521217471853
231,41.08,29.6,13.06,3.95,False,False,False,False,True,3598.016189926319
233,38.7,44.96,10.75,5.36,False,False,False,False,True,4088.571987453155
234,39.63,43.08,7.76,5.07,False,False,True,False,False,3923.466656245371
236,22.28,42.97,15.03,4.75,False,False,True,False,False,3503.996531221845
237,46.14,44.54,8.78,24.82,False,False,False,True,False,5072.435652087978
238,40.47,45.7,13.61,5.64,False,False,True,False,False,4309.268824981815
239,28.5,41.26,9.13,5.02,False,False,True,False,False,3466.4455535671186
240,17.22,23.56,5.57,6.55,False,False,True,False,False,2218.265317489918
241,23.61,26.77,18.21,6.01,False,False,True,False,False,3084.8392495467992
242,7.51,33.17,10.3,25.63,False,False,False,True,False,3162.1608007265722
243,16.1,23.55,15.11,7.44,False,False,True,False,False,2593.5836798985606
244,36.8,45.75,8.74,21.96,False,False,False,True,False,4620.609993705008
246,39.71,33.83,0.44,5.4,False,False,False,False,True,3267.0984934229523
247,20.1,49.41,5.09,18.88,False,False,False,True,False,3843.7014714661636
248,20.31,45.51,19.23,5.22,False,False,False,False,True,3709.641201318028
249,14.07,44.4,9.9,5.55,False,False,False,False,True,3054.815513662667
250,24.21,80.32,39.72,5.14,True,False,False,False,False,6078.412998320964
251,30.49,40.41,6.49,16.69,False,False,False,True,False,3863.333113748757
252,41.49,36.99,8.62,23.76,False,False,False,True,False,4549.176460423719
253,22.82,48.95,8.53,6.25,False,False,False,False,True,3557.8299505663426
254,32.39,32.18,21.11,13.81,False,False,False,True,False,4076.183547401403
255,36.34,44.14,9.07,4.87,False,False,False,False,True,3875.1560176771145
256,42.25,56.23,2.32,5.27,False,False,False,False,True,4356.1765813922175
257,29.12,65.8,5.98,6.64,False,False,True,False,False,4400.215184931518
258,39.76,51.04,11.51,4.47,False,False,True,False,False,4370.999966732354
259,26.21,37.96,7.09,3.99,False,False,True,False,False,3107.17457206948
260,24.13,38.02,6.2,5.03,False,False,False,False,True,3037.644985921299
261,32.34,72.22,38.31,5.83,True,False,False,False,False,6044.700722375757
262,18.27,27.67,13.47,6.95,False,False,True,False,False,2762.5399882880492
263,22.95,39.44,12.79,20.38,False,False,False,True,False,3919.2011215656853
264,20.09,46.29,5.43,5.08,False,False,False,False,True,3170.1508704820712
265,22.64,52.36,15.46,5.61,False,False,True,False,False,3937.8250720264273
267,53.19,81.97,36.92,4.69,True,False,False,False,False,7171.159687199298
268,35.04,45.82,4.65,4.11,False,False,False,False,True,3683.052297730248
269,11.64,45.08,4.48,2.85,False,False,True,False,False,2660.9228525073904
270,38.36,40.31,11.26,19.99,False,False,False,True,False,4491.9317302372265
271,30.82,79.51,44.19,4.71,True,False,False,False,False,6461.786689618457
272,35.68,83.0,29.93,4.76,True,False,False,False,False,6238.605843108941
273,35.37,31.02,10.14,4.99,False,False,True,False,False,3358.280867619452
274,27.75,41.98,22.32,18.5,False,False,False,True,False,4524.504229332869
275,30.1,26.88,4.67,18.47,False,False,False,True,False,3302.72318940047
276,35.08,40.54,0.99,4.35,False,False,True,False,False,3331.2363460336155
277,20.61,38.56,3.95,5.6,False,False,True,False,False,2844.820570004189
278,20.33,44.17,6.56,19.69,False,False,False,True,False,3718.5866005865514
280,30.16,32.71,2.33,24.56,False,False,False,True,False,3695.1719759533503
281,4.46,49.34,3.17,18.88,False,False,False,True,False,3132.4258454237365
282,42.08,36.83,14.39,5.76,False,False,True,False,False,4066.341189638784
283,24.23,14.09,7.27,5.39,False,False,False,False,True,2146.516280353103
284,20.06,39.69,0.2,7.06,False,False,True,False,False,2779.2300494251517
285,29.73,75.33,30.57,4.12,True,False,False,False,False,5685.534654179547
286,6.97,35.55,5.63,8.62,False,False,False,True,False,2366.052030551046
287,23.31,50.4,6.97,29.13,False,False,False,True,False,4494.186730894194
288,29.12,49.21,17.05,6.21,False,False,False,False,True,4177.767646026783
289,43.02,87.81,35.32,4.25,True,False,False,False,False,6917.782996157517
290,30.89,57.22,8.86,5.09,False,False,False,False,True,4181.3415046533655
291,26.35,41.85,3.26,4.03,False,False,False,False,True,3118.0099870507884
292,36.8,51.58,7.74,4.56,False,False,True,False,False,4128.729227641631
293,41.86,47.19,14.98,4.24,False,False,False,False,True,4438.7115885859175
294,17.47,34.98,11.41,15.37,False,False,False,True,False,3270.665096929242
295,34.56,61.65,6.78,24.64,False,False,False,True,False,5203.200657893877
297,26.35,31.61,4.78,10.17,False,False,False,True,False,3018.7735338320094
298,35.79,41.48,7.58,4.67,False,False,True,False,False,3669.6848541166955
299,33.07,48.16,14.3,4.42,False,False,False,False,True,4099.75770297901
300,38.38,75.93,47.14,4.86,True,False,False,False,False,6750.369731696509
301,36.63,51.73,10.91,13.52,False,False,False,True,False,4608.4483614955425
303,42.38,40.21,11.54,6.7,False,False,False,False,True,4130.525523885116
304,11.01,40.78,19.06,5.62,False,False,True,False,False,3153.465407776913
305,42.9,83.37,33.62,3.78,True,False,False,False,False,6647.030261644748
306,38.28,30.73,16.44,4.58,False,False,False,False,True,3684.502381074528
307,46.7,43.95,4.02,5.44,False,False,False,False,True,4093.481451357541
308,32.78,54.55,2.75,3.89,False,False,True,False,False,3865.457265032092
309,37.22,36.27,18.63,4.6,False,False,False,False,True,3973.7780888176194
310,13.01,87.29,51.81,4.25,True,False,False,False,False,6351.591523652099
311,14.74,52.63,7.24,7.56,False,False,False,False,True,3385.2893652005982
312,31.26,33.12,19.31,29.43,False,False,False,True,False,4628.3517909867505
313,40.24,45.93,13.89,17.24,False,False,False,True,False,4786.402769587401
314,41.16,33.51,14.74,5.68,False,False,True,False,False,3901.7674405457283
315,18.58,38.06,6.42,3.13,False,False,True,False,False,2750.713085322901
316,34.8,26.35,10.95,5.58,False,False,False,False,True,3205.060497171752
317,42.21,45.82,8.87,4.04,False,False,True,False,False,4125.350697729512
318,41.99,70.31,22.47,5.35,True,False,False,False,False,5700.647581073276
319,31.41,22.32,11.62,4.85,False,False,True,False,False,2906.6835856584385
320,40.33,38.05,8.16,5.4,False,False,False,False,True,3783.754565452097
321,18.3,65.64,34.72,6.77,True,False,False,False,False,5111.584586502326
322,39.0,47.78,11.77,3.9,False,False,True,False,False,4193.2493706532105
323,37.66,52.27,9.5,4.8,False,False,False,False,True,4263.390947675332
324,33.55,37.79,5.8,4.08,False,False,False,False,True,3346.7266377737233
325,44.93,37.29,9.89,16.26,False,False,False,True,False,4438.790354680698
326,31.02,28.69,1.19,3.97,False,False,False,False,True,2696.7788187920055
327,30.67,82.58,19.37,4.47,True,False,False,False,False,5580.685158717382
328,18.9,45.67,3.33,32.07,False,False,False,True,False,4100.232887110558
329,76.92,51.65,6.33,4.19,False,True,False,False,False,5658.654060982072
330,40.18,93.32,32.04,5.15,True,False,False,False,False,6914.170159070797
331,21.72,40.86,4.64,5.39,False,False,False,True,False,3003.130570747291
332,25.52,60.1,18.85,3.97,False,False,False,False,True,4436.674073841115
333,30.21,32.72,9.09,6.37,False,False,True,False,False,3238.1345376789523
334,23.72,46.02,6.45,4.49,False,False,False,False,True,3331.833291421963
335,31.23,56.25,11.62,4.75,False,False,True,False,False,4245.582388684784
336,26.4,82.56,38.17,4.97,True,False,False,False,False,6189.327913949501
337,38.83,39.22,9.1,35.97,False,False,False,True,False,5025.829026392251
338,40.38,45.05,16.55,4.43,False,False,False,False,True,4354.324610407216
340,41.88,45.37,13.83,4.81,False,False,True,False,False,4333.282034103337
341,34.85,31.54,6.78,6.03,False,False,True,False,False,3274.1689688011807
342,27.34,82.42,29.53,4.48,True,False,False,False,False,5850.365224781523
343,20.45,82.12,55.63,3.93,True,False,False,False,False,6576.7071833989585
344,31.92,42.41,12.61,5.01,False,False,False,False,True,3774.8260981944363
345,19.38,44.28,9.06,5.99,False,False,True,False,False,3250.058154704091
346,30.33,37.33,18.96,5.22,False,False,False,False,True,3775.6023277561626
347,31.94,78.23,38.38,4.7,True,False,False,False,False,6224.103132037749
348,48.08,81.75,31.96,3.04,True,False,False,False,False,6697.38410230059
349,8.78,76.96,47.97,4.98,True,False,False,False,False,5650.2457418609565
350,35.46,31.6,7.17,4.59,False,False,True,False,False,3253.9553046973197
351,46.15,36.78,16.09,6.52,False,False,True,False,False,4317.032496353767
352,28.97,52.25,10.19,5.14,False,False,True,False,False,3959.157232392338
353,18.21,51.88,7.68,5.2,False,False,False,False,True,3414.757008344925
354,25.98,45.24,7.45,5.78,False,False,False,False,True,3478.0010794162276
355,31.26,59.39,5.0,16.61,False,False,False,True,False,4590.629186431763
356,40.29,26.83,13.62,5.67,False,False,False,False,True,3553.9291154565817
357,34.1,37.59,13.36,29.5,False,False,False,True,False,4681.987561538481
358,12.95,17.23,10.7,6.1,False,False,False,False,True,1971.9948200858769
359,24.65,39.09,11.66,5.19,False,False,True,False,False,3325.703198053395
360,25.65,47.51,10.98,5.32,False,False,False,False,True,3681.8915362934113
361,20.65,85.43,29.64,5.81,True,False,False,False,False,5764.018505443603
362,33.4,76.77,25.89,5.09,True,False,False,False,False,5745.249132578607
363,29.81,36.97,14.0,3.38,False,False,False,False,True,3463.7119998353764
364,40.5,31.36,12.14,5.9,False,False,False,False,True,3702.35005841182
365,28.96,38.31,10.35,6.16,False,False,True,False,False,3461.431257393078
366,33.48,51.64,11.33,5.64,False,False,False,False,True,4191.450068239691
367,31.9,85.01,7.97,5.68,True,False,False,False,False,5325.922466509048
368,44.74,36.48,14.43,5.23,False,False,True,False,False,4132.179861890923
369,46.12,53.15,18.2,5.74,False,False,True,False,False,5024.934396236957
370,20.35,40.3,8.72,2.6,False,False,False,False,True,2978.283664501829
371,31.23,45.51,10.22,28.48,False,False,False,True,False,4719.134186134292
372,28.94,38.16,7.8,8.96,False,False,False,True,False,3453.8289052044042
373,25.71,33.08,2.97,4.92,False,False,False,False,True,2770.2030520213684
374,21.06,33.31,8.98,20.03,False,False,False,True,False,3432.002030509236
375,26.91,32.48,11.6,6.34,False,False,False,False,True,3190.0382345143307
376,33.77,38.2,6.1,4.81,False,False,True,False,False,3419.5991681543105
377,26.81,32.04,15.38,20.11,False,False,False,True,False,3877.229631149447
378,26.01,33.47,3.11,3.14,False,False,True,False,False,2719.4320984295455
379,32.67,45.09,2.09,5.9,False,False,True,False,False,3523.127942929012
380,31.45,76.93,27.92,5.34,True,False,False,False,False,5763.073661810602
381,8.48,32.81,8.94,4.01,False,False,True,False,False,2261.0917548265775
382,35.12,38.32,16.13,25.79,False,False,False,True,False,4709.284272400508
383,29.01,40.19,13.54,5.23,False,False,True,False,False,3615.0898083554475
384,33.82,46.37,10.29,16.28,False,False,False,True,False,4369.581669879821
385,29.67,37.92,9.36,3.12,False,False,False,False,True,3303.320425023245
386,10.41,47.33,14.28,6.29,False,False,True,False,False,3228.9326207241784
387,23.54,88.88,23.06,5.92,True,False,False,False,False,5762.5529632971175
388,27.34,54.33,12.64,5.49,False,False,True,False,False,4098.340767886383
389,28.66,84.05,42.93,3.25,True,False,False,False,False,6456.676910578357
390,45.86,47.8,5.07,6.48,False,False,True,False,False,4313.019825477553
391,18.94,37.85,8.46,5.78,False,False,False,False,True,2940.1503729778497
392,30.5,38.39,2.94,6.21,False,False,False,False,True,3225.841685887602
393,13.17,31.94,14.82,6.62,False,False,False,False,True,2765.3376968274415
394,48.91,35.38,9.77,3.85,False,False,True,False,False,4022.5191058864366
395,35.46,40.06,7.82,4.89,False,False,False,False,True,3629.45856170433
396,19.02,36.38,0.98,4.65,False,False,False,False,True,2534.3187472170957
398,77.3,25.14,12.64,2.96,False,True,False,False,False,4816.750658816992
399,47.33,62.31,13.19,5.5,False,False,False,False,True,5236.311364934605
400,19.37,31.27,3.69,4.13,False,False,True,False,False,2433.718980890606
401,75.1,47.48,4.64,5.24,False,True,False,False,False,5393.24645672229
402,27.95,63.34,11.46,5.9,False,False,True,False,False,4449.801680654058
403,17.7,44.97,7.67,4.89,False,False,True,False,False,3110.9126190719408
404,14.75,42.41,11.33,6.77,False,False,True,False,False,3115.06269999212
405,33.08,78.04,37.69,4.66,True,False,False,False,False,6236.187448218707
